"Business Name","Website","Phone","Redeem Type"
"TAKEANAP","https://takeanap.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0777001923","Online"
"TALADA","https://talada.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-2906748","Online"
"TAURUS SMOKEHOUSE","https://www.milas.co.il/taurus-smokehouse?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0732377027","In-store"
"TEL-A-VIN","https://www.telavin.co.il/","03-5665655","In-store"
"TERMINAL X","https://www.terminalx.com/women?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7130000","Online"
"Terratiles studio","https://www.terratilestudio.com/","0552469090","In-store"
"TES- Leather Bags","https://tesbags.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0545264435","Online"
"TFU TFU","https://tfu-tfu.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0508478888","Online"
"ThaiTime","http://thai-time.co.il/index.html","09-8350334","In-store"
"The Black Box","https://blackboxtlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-8800956","Online"
"The Children's Place","http://www.childrensplace.co.il/","03-9050214","In-store"
"The clean dot","https://thecleandot.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-2062075 ","Online"
"The Cocktail Box","https://www.thecocktailbox.co.il/","052-6777079","In-store"
"THE GEORGE SPA","https://thegeorgetelaviv.com/he/wellness/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral ","055-4314045","In-store"
"The Grill Room TLV","https://www.thegrillroom.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5202427","In-store"
"The Gutman Hotel","https://www.thegutmanhotel.co.il/","073-3272272","In-store"
"The Line 9- אופנה נשים יומיומית","https://www.theline9.com","054-9405933","In-store"
"The Nest Shop","https://the-nest.shop/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9595899","Online"
"THE NORTH FACE","https://thenorthface.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549192611","Online"
"The OM café","https://www.orenmeshi.co.il/mrinamorning?utm_source=&utm_medium=&utm_campaign=","08-6727171","In-store"
"The Savoy hotel tlv","https://savoyseaside.co.il/","03-6288886","In-store"
"The Schumacher Hotel","http://www.theschumacher.co.il/","04-8806070","In-store"
"THE Spa אינטרקונטיננטל ת""א","https://argamanspa.co.il/ ?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-9707710","In-store"
"Think and Drink","https://thinkdrink.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0559750950","In-store"
"TicketTeams","https://ticketeams.co.il/?utm_source=&utm_medium=&utm_campaign=","0559859519","In-store"
"TIKI- מותג אופנה לאנשים טובים","https://tiki.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-3942081","Online"
"TIKTIK","https://www.tiktik-online.co.il/?utm_source=GOOGLEPPC&gclid=Cj0KCQjw0vWnBhC6ARIsAJpJM6efeLWUx1eCmfb9MDkrqatghZobQ6UPjudXc7epfgOQe3olroQNGMoaAk3tEALw_wcB","073-2726000","In-store"
"TIMBERLAND","https://www.timberland.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-3808380","Online"
"Timothy Cafe","https://www.timothy.co.il/","03-5467869","In-store"
"TinyTap","https://www.tinytap.it/","-","In-store"
"toi.shop","https://www.toishop.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0506824106","Online"
"Tollman's dot","https://www.tollmansdot.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","2483*","Online"
"ToneLine","http://tone-line.com/","050-8889733","In-store"
"TOPSEA","http://www.topsea.co.il/","050-4329001","In-store"
"TOPTEN","https://www.topten-fashion.com/","074-7661990","In-store"
"Torii","http://www.torii.co.il/","03-6204777","In-store"
"TOUS","https://chozen.co.il/brands/brand/tous.html","073-2695650","In-store"
"TOYS R US","https://toysrus.co.il/","1-700-70-45-70","In-store"
"Trek Market","https://trekmarket.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","074-7008350","Online"
"TRES","https://trestlv.com/","073-7437277","In-store"
"TULA","https://tula-fashion.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral/","054-886-6276","Online"
"TULIP","https://www.tulipnatural.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6535555","Online"
"Under Armour","https://www.megasport.co.il/collections/under-armour/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-70-50-40","In-store"
"Urban Giraffa","https://giraffa.me/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0537627700","Online"
"URBAN SPA TLV","https://urban-spa.co.il/","03-7760777","In-store"
"URBANICA","https://www.urbanica-wh.com/","077-6052641","In-store"
"USTABELLE","https://ustabelle.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7197020","Online"
"VALHALLA","https://www.valhalla-hos.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-3755887","Online"
"VANIGLIA ICE CREAM","https://www.vaniglia.co.il/","office@vanigila.co.il","In-store"
"VANS","https://vans.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549192611","Online"
"VARDINON","https://www.vardinon.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-2111446","Online"
"VILEBREQUIN","https://www.globalonline.co.il/brands/vilebrequin?srsltid=AfmBOookudluPL9Ij7w21qsw9bZ3y-bdKVvCiDWaVei0pfDYl71iR46Q","054-4455316","In-store"
"Vintage Original","https://vintageoriginal.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-4949751","Online"
"VIVINO באר שבע","https://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-9790103","Online"
"VIVINO זיכרון יעקב","https://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-8283000","Online"
"VIVINO חיפה","http://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-8229454","Online"
"VIVINO כרמיאל","https://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-883-4070","Online"
"VIVINO נתיבות","https://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral"," 08-627-2121","Online"
"VIVINO קריות","https://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-8588040","Online"
"VIVINO ראשון לציון","https://www.vivino.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6550575","Online"
"VOLT swimwear","https://volt-il.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-4060266","Online"
"Water.io","https://il.water.io/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-5561221","Online"
"WE BAGS","https://we-bags.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-2299402","Online"
"We Love Plants","https://wlovep.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0546828355","Online"
"WeShoes","https://weshoes.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6213033","In-store"
"west and spa אשדוד","https://argamanspa.co.il/ ","052-9707714","In-store"
"White Space","http://www.whitespace.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5224559","Online"
"Winest store","https://the-winest.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-7512552","Online"
"WLNS CLUB","https://www.wlnsclub.com/?fbclid=PAb21jcAN5fQ5leHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaerRMruFLA7NNaZtA-Lbh3fcKlUsBI4tRk3D4eZ7HJZdSTLGBztU9-lNaZICw_aem_boUU6x_3NwnmPnKTSFrpsQ","053-9586841","In-store"
"Woman- מהפיכת הטיפוח הביתי","https://womancosmetics.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-3444217","Online"
"WORD by story","https://wordonline.co.il/","03-9112323","In-store"
"WORKER","https://www.worker.co.il/","072-3303298","In-store"
"WORLD8","https://buyme.world8.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9460460","Online"
"Wrangler","https://wranglerjeans.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-9490365","Online"
"XI MOBILITY","https://xi-mobility.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","8959*","Online"
"XRAY","https://xraytlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7864932","Online"
"YOLO","https://www.yoloshops.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0505996386","Online"
"YOOZ","https://yoozit.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-401-9777","Online"
"YVES ROCHER","https://www.yvesrocher.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5554600","Online"
"ZEST","https://www.zest.co.il/","077-404-4314","In-store"
"Zionacafe","https://zionacafe.co.il/","08-8586565","In-store"
"ZMRM","https://zmrm.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0509192949","Online"
"ZO TLV","https://zotlv.co.il/","03-6218593","In-store"
"ZOHARA","https://zoharatights.co.il/","03-5189302","In-store"
"ZOMEE","https://zomee.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0559708339","Online"
